"gene_symbol" "FPKM" "count"
"DIRAS3" 2.15086 73
"MIR1262" 0 0
"RPE65" 0.0175035 1
"DEPDC1" 1.92393 227
"DEPDC1-AS1" 0 0
"LRRC7" 0.0278816 4
"PIN1P1" 0 0
"LRRC40" 5.63481 367
"SRSF11" 26.0281 1595
"ANKRD13C" 6.58991 855
"HHLA3" 2.87794 42
"CTH" 0.823093 37
"PTGER3" 15.1371 2220
"ZRANB2" 14.2199 934
"ZRANB2-AS1" 7.39827 3
"MIR186" 97.2882 4
"ZRANB2-AS2" 0.217222 3
"NEGR1" 3.6289 473
"NEGR1-IT1" 0 0
"LINC01360" 0.0688772 6
"LRRIQ3" 0 0
"FPGT" 3.35938 313
"FPGT-TNNI3K" 0.318265 0
"TNNI3K" 1.07973e-05 0
"ERICH3" 0.0242189 4
"CRYZ" 14.5791 709
"TYW3" 7.289 513
"LHX8" 0 0
"SLC44A5" 1.93045 160
"ACADM" 18.0958 1032
"RABGGTB" 16.627 530
"SNORD45C" 0 0
"SNORD45A" 52.6528 2
"SNORD45B" 92.871 2
"MSH4" 0 0
"ASB17" 0 0
"ST6GALNAC3" 0.495975 36
"ST6GALNAC5" 0.230104 10
"MIR7156" 0 0
"PIGK" 6.15182 646
"AK5" 1.71689 128
"ZZZ3" 8.43206 825
"USP33" 12.0675 1199
"FAM73A" 3.47568 512
"NEXN-AS1" 0.604469 30
"NEXN" 0.949305 68
"FUBP1" 12.5465 799
"DNAJB4" 9.16713 443
"GIPC2" 3.21363 200
"MGC27382" 0 0
"PTGFR" 2.65065 325
"IFI44L" 5.7702 776
"IFI44" 34.0102 1228
"ELTD1" 5.49736 446
"LPHN2" 7.95135 1039
"LINC01361" 0.254919 8
"LOC101927587" 0.227424 16
"MIR548AP" 0 0
"LOC101927560" 0.0235375 1
"TTLL7" 0.391111 32
"PRKACB" 6.62661 623
"SAMD13" 0.524925 15
"UOX" 0 0
"DNASE2B" 0 0
"RPF1" 15.2949 643
"GNG5" 86.8584 1247
"CTBS" 8.84739 609
"C1orf180" 0 0
"SSX2IP" 4.30914 575
"LPAR3" 2.93821 106
"MCOLN2" 1.11143 75
"MCOLN3" 1.19347 75
"WDR63" 0.837268 56
"MIR4423" 0 0
"SYDE2" 0.532457 57
"C1orf52" 3.90617 293
"BCL10" 8.73666 602
"LOC646626" 1.71746 3
"DDAH1" 2.71081 244
"CYR61" 5.25636 261
"ZNHIT6" 4.31368 613
"COL24A1" 0.113699 17
"ODF2L" 4.78601 464
"MIR7856" 0 0
"CLCA2" 164.871 14960
"CLCA1" 0 0
"CLCA4" 3.62951 259
"CLCA3P" 0.118085 9
"SH3GLB1" 25.4061 3724
"SEP15" 68.8194 2670
"HS2ST1" 8.77064 1255
"LINC01140" 0.857272 28
"LOC101927844" 0.44307 10
"LMO4" 7.88355 974
"LINC01364" 0 0
"PKN2-AS1" 0.01261 1
"PKN2" 8.28593 1161
"GTF2B" 19.1992 658
"CCBL2" 16.068 698
"RBMXL1" 8.9316 1011
"GBP3" 12.881 868
"GBP1" 32.6071 2205
"GBP2" 59.0095 5506
"GBP7" 0.392701 21
"GBP4" 8.18625 1155
"GBP5" 6.08766 545
"LOC729930" 0.046611 1
"GBP6" 7.22322 800
"GBP1P1" 3.4263 83
"LRRC8B" 10.6439 1907
"FLJ27354" 0.215005 3
"LRRC8C" 3.86051 642
"LRRC8D" 5.70779 485
"GEMIN8P4" 0.252629 9
"ZNF326" 6.22527 356
"BARHL2" 0 0
"ZNF644" 7.37808 773
"HFM1" 0 0
"CDC7" 2.30088 164
"TGFBR3" 12.2591 1821
"BRDT" 0.144363 12
"EPHX4" 0.0678487 2
"SETSIP" 10.131 201
"BTBD8" 0.0676308 2
"KIAA1107" 0.212824 22
"C1orf146" 0 0
"GLMN" 5.1083 222
"RPAP2" 4.53 313
"GFI1" 0.270329 16
"EVI5" 3.7145 635
"RPL5" 1073.02 21135
"FAM69A" 7.76673 340
"SNORD21" 0 0
"SNORA66" 5.54942 1
"MTF2" 4.56525 422
"TMED5" 8.26168 1151
"CCDC18" 0.613389 60
"LOC100131564" 0.516727 47
"DR1" 26.9707 1925
"FNBP1L" 4.56563 489
"BCAR3" 1.988 135
"LOC100129046" 0.185746 1
"MIR760" 0 0
"DNTTIP2" 22.0932 1322
"GCLM" 5.73373 391
"ABCA4" 0.189237 32
"ARHGAP29" 9.9179 2099
"ABCD3" 28.9763 2078
"F3" 6.01601 313
"LINC01057" 1.82708 49
"SLC44A3" 2.16149 111
"CNN3" 58.14 2536
"LOC729970" 1.34662 24
"ALG14" 11.1741 227
"TMEM56" 1.50739 224
"TMEM56-RWDD3" 0.324286 4
"RWDD3" 6.26494 100
"FLJ31662" 0.428896 26
"LOC100996635" 0.0929376 3
"LOC101928241" 0.0469962 2
"PTBP2" 1.92375 150
"DPYD" 8.19494 814
"DPYD-AS1" 2.41227 1
"DPYD-AS2" 0 0
"MIR137HG" 0 0
"MIR137" 0 0
"MIR2682" 0 0
"LOC729987" 0.347013 17
"SNX7" 11.4622 427
"LPPR5" 0.011068 1
"LOC100129620" 0 0
"LPPR4" 1.56905 178
"PALMD" 26.0372 1471
"MIR548D1" 0 0
"FRRS1" 7.60295 443
"AGL" 4.61613 777
"SLC35A3" 3.9942 529
"HIAT1" 26.3751 1524
"SASS6" 1.76681 155
"TRMT13" 1.9046 132
"LRRC39" 0.83315 7
"DBT" 3.88182 978
"RTCA-AS1" 0.745839 10
"RTCA" 9.18406 519
"MIR553" 53.7768 1
"CDC14A" 2.22607 215
"GPR88" 0 0
"LINC01349" 0 0
"VCAM1" 7.75287 530
"EXTL2" 3.33106 236
"SLC30A7" 3.93792 749
"DPH5" 8.1373 306
"LOC102606465" 1.01123 27
"LOC101928370" 0.249815 6
"S1PR1" 7.8819 533
"RNU6-31P" 0 0
"OLFM3" 0.0139767 1
"DNAJA1P5" 0 0
"COL11A1" 0.477494 80
"LOC101928436" 0 0
"RNPC3" 3.44723 136
"AMY2B" 0.417326 20
"ACTG1P4" 2.88447 122
"AMY2A" 0.500534 17
"AMY1A" 0.106663 2
"AMY1B" 9.41815e-07 0
"AMY1C" 6.06548e-07 0
"LOC100129138" 0.37621 9
"PRMT6" 11.5262 670
"NTNG1" 0.277681 18
"VAV3" 42.0498 2947
"MIR7852" 0 0
"VAV3-AS1" 0 0
"SLC25A24" 10.6695 857
"NBPF4" 0.0550015 3
"NBPF6" 0.02178 1
"FAM102B" 3.2136 392
"HENMT1" 4.54895 165
"PRPF38B" 10.4323 867
"FNDC7" 0 0
"STXBP3" 25.2933 1381
"AKNAD1" 0.108782 7
"SPATA42" 0 0
"GPSM2" 16.3345 1098
"CLCC1" 8.9379 503
"WDR47" 11.2489 1108
"TAF13" 26.0065 232
"TMEM167B" 23.1232 1399
"SCARNA2" 0 0
"C1orf194" 0 0
"KIAA1324" 0.872654 141
"SARS" 78.7413 3299
"CELSR2" 16.5148 4051
"PSRC1" 2.6704 96
"MYBPHL" 0.0764636 2
"SORT1" 15.7847 2553
"PSMA5" 21.3851 1838
"SYPL2" 0.22372 19
"ATXN7L2" 1.39085 72
"CYB561D1" 9.77504 1115
"AMIGO1" 1.0208 55
"GPR61" 0 0
"GNAI3" 51.6972 5560
"MIR197" 38.5724 1
"GNAT2" 0.108594 3
"AMPD2" 7.07632 568
"GSTM4" 17.4849 501
"GSTM2" 16.3654 388
"GSTM1" 33.3732 774
"GSTM5" 5.78604 188
"GSTM3" 14.2874 1331
"EPS8L3" 0 0
"CSF1" 7.57372 682
"AHCYL1" 37.108 3168
"STRIP1" 11.0713 795
"ALX3" 2.04565 61
"UBL4B" 0.0644739 2
"SLC6A17" 1.8955 279
"KCNC4-AS1" 0 0
"KCNC4" 0.938481 91
"LOC440600" 0.314933 18
"RBM15" 1.99564 152
"SLC16A4" 0.72268 36
"LAMTOR5" 56.8594 873
"LAMTOR5-AS1" 0.507846 3
"PROK1" 0 0
"CYMP" 0 0
"LOC440602" 0 0
"KCNA10" 0.023966 1
"KCNA2" 0.282762 13
"KCNA3" 1.53194 161
"CD53" 19.4319 629
"LRIF1" 7.29262 327
"DRAM2" 15.2777 610
"CEPT1" 12.3933 594
"DENND2D" 8.88263 648
"CHI3L2" 92.3315 2772
"CHIAP2" 0.145725 9
"CHIA" 0.0837651 2
"PIFO" 0.687458 35
"PGCP1" 0 0
"OVGP1" 0.309639 15
"WDR77" 10.8812 569
"ATP5F1" 87.0355 3922
"C1orf162" 14.8898 253
"ADORA3" 1.72368 60
"LINC01160" 2.07369 66
"RAP1A" 14.3303 1655
"FAM212B" 3.69605 507
"DDX20" 4.71083 370
"FAM212B-AS1" 0.0949429 4
"KCND3" 4.34497 257
"KCND3-IT1" 0 0
"LOC643355" 0.252723 17
"CTTNBP2NL" 12.4487 1684
"MIR4256" 0 0
"WNT2B" 1.29434 73
"ST7L" 3.07198 273
"CAPZA1" 72.4803 4368
"MOV10" 15.5007 1213
"RHOC" 56.496 1493
"PPM1J" 1.97715 71
"FAM19A3" 0.0487632 1
"LINC01356" 0.467274 18
"SLC16A1" 11.6914 1029
"AKR7A2P1" 0 0
"SLC16A1-AS1" 1.41022 19
"LOC100996251" 1.15837 62
"LRIG2" 2.26445 205
"LOC643441" 0 0
"MAGI3" 1.46304 220
"PHTF1" 1.60602 116
"RSBN1" 4.81135 730
"PTPN22" 1.56446 128
"AP4B1-AS1" 0.797033 29
"AP4B1" 3.93356 180
"BCL2L15" 0.600335 68
"DCLRE1B" 3.5118 299
"HIPK1-AS1" 1.01152 45
"HIPK1" 15.3153 2723
"OLFML3" 20.9799 813
"SYT6" 0.0913185 9
"TRIM33" 7.71021 1487
"BCAS2" 28.2686 737
"DENND2C" 9.81341 947
"AMPD1" 0.0191599 1
"NRAS" 19.2273 1941
"CSDE1" 172.806 15635
"SIKE1" 9.87074 1238
"SYCP1" 0.0129653 1
"TSHB" 0.125449 1
"TSPAN2" 0.923481 66
"NGF" 0.149069 3
"VANGL1" 5.75533 1159
"CASQ2" 0.691223 41
"NHLH2" 0.201544 11
"SLC22A15" 0.773787 83
"MAB21L3" 6.41416 461
"ATP1A1" 178.264 14478
"ATP1A1-AS1" 117.26 46
"CD58" 14.708 333
"IGSF3" 25.4033 4237
"MIR320B1" 0 0
"C1orf137" 0 0
"CD2" 14.7943 467
"PTGFRN" 17.8442 2524
"CD101" 1.10677 88
"LOC101929099" 0.679136 4
"TTF2" 3.45872 382
"MIR942" 0 0
"TRIM45" 0.887411 71
"VTCN1" 0.354036 18
"MAN1A2" 9.47035 1166
"FAM46C" 1.51906 199
"GDAP2" 2.17951 305
"WDR3" 10.8419 946
"SPAG17" 0.219041 35
"TBX15" 1.62432 127
"WARS2" 5.20046 321
"HAO2" 1.38893 48
"HAO2-IT1" 0 0
"HSD3B2" 0.0837578 3
"HSD3B1" 0.2279 8
"HSD3BP4" 0.0793383 16
"LINC00622" 0.151668 5
"ZNF697" 0.587168 68
"PHGDH" 86.0525 3705
"HMGCS2" 0.787518 41
"REG4" 0 0
"NBPF7" 0.298817 10
"ADAM30" 0 0
"NOTCH2" 21.6607 5792
"FAM72B" 1.43475 74
"HIST2H2BA" 1.74517 13
"FCGR1B" 0.564869 20
"SRGAP2-AS1" 0 0
"EMBP1" 8.19595 784
"ANKRD20A12P" 0.218446 6
"LOC102723769" 1.03638 29
"LINC01138" 1.45544 60
"PPIAL4G" 43.3979 553
"FAM72D" 1.35706 2
"FAM72C" 0.0275222 9
"NBPF20" 3.52232 883
"NBPF9" 2.86671 108
"NBPF25P" 5.12493 38
"NBPF10" 3.29013 461
"NBPF12" 0.817636 57
"PFN1P2" 0.840668 34
"LOC653513" 1.76368 28
"PDE4DIP" 4.814 654
"SEC22B" 25.5249 1019
"NOTCH2NL" 6.89118 837
"HFE2" 0.0332171 1
"TXNIP" 259.524 16939
"POLR3GL" 16.085 368
"ANKRD34A" 0.123512 10
"LIX1L" 5.7712 520
"RBM8A" 21.7996 2462
"GNRHR2" 19.0928 86
"PEX11B" 21.5706 775
"ITGA10" 0.195004 23
"ANKRD35" 18.8414 1390
"PIAS3" 13.8356 887
"NUDT17" 1.23095 26
"MIR6736" 0 0
"POLR3C" 11.746 460
"RNF115" 9.27438 385
"CD160" 0.131933 4
"PDZK1" 0.434403 20
"GPR89A" 7.17162 303
"LOC728989" 1.10759 23
"NBPF13P" 0.177789 4
"PRKAB2" 4.77781 588
"PDIA3P1" 32.0761 1445
"FMO5" 3.56022 189
"CHD1L" 10.5102 652
"LINC00624" 0.106255 8
"BCL9" 2.88314 410
"ACP6" 5.63691 215
"GJA5" 0.612443 43
"GJA8" 0 0
"GPR89B" 7.0403 320
"PDZK1P2" 0.284084 22
"NBPF11" 1.63773 480
"NBPF8" 3.29606 184
"NBPF14" 3.71495 529
"LOC101927468" 0.174396 5
"MIR5087" 0 0
"MIR6077" 0 0
"LOC100132057" 0 4
"PPIAL4B" 14.7927 0
"RNVU1-19" 0 0
"PPIAL4E" 14.8648 0
"NBPF15" 5.0394 512
"PPIAL4F" 14.5762 0
"LOC101060524" 0 0
"LOC645166" 10.5799 110
"LOC388692" 0.788942 6
"FAM231D" 0.674199 0
"FCGR1C" 0.743115 20
"PPIAL4C" 15.5864 0
"LINC00623" 0.824401 64
"LINC00869" 1.00799 118
"LOC103091866" 0.988258 17
"HIST2H2BF" 2.01667 16
"FCGR1A" 0.703972 32
"HIST2H3D" 0.494041 3
"HIST2H3C" 0 0
"HIST2H2BC" 2.54438 23
"HIST2H2AA3" 9.36692 0
"HIST2H3A" 0 0
"HIST2H4B" 2.37755 0
"HIST2H2BE" 7.93874 381
"HIST2H2AC" 4.10889 23
"HIST2H2AB" 0 0
"BOLA1" 11.2415 174
"SV2A" 0.40625 33
"SF3B4" 26.7322 1137
"MTMR11" 3.71606 230
"OTUD7B" 3.89154 574
"VPS45" 12.2238 629
"PLEKHO1" 16.597 557
"ANP32E" 18.5553 1418
"CA14" 1.47738 54
"APH1A" 91.9196 4248
"C1orf54" 13.1886 99
"CIART" 2.95285 108
"MRPS21" 32.4323 758
"PRPF3" 6.85423 368
"RPRD2" 6.27756 1135
"TARS2" 7.07391 410
"MIR6878" 0 0
"ECM1" 53.6105 2211
"LINC00568" 1.5012 13
"ADAMTSL4" 2.81204 267
"ADAMTSL4-AS1" 0.302781 6
"MCL1" 92.8954 8028
"MIR4257" 0 0
"ENSA" 250.644 6532
"GOLPH3L" 9.98646 704
"HORMAD1" 0 0
"CTSS" 21.1727 1963
"CTSK" 134.332 5130
"ARNT" 12.0613 1339
"SETDB1" 6.91703 676
"CERS2" 19.4099 1061
"ANXA9" 35.7724 1378
"FAM63A" 11.3131 593
"PRUNE" 7.49729 494
"BNIPL" 51.9252 2432
"C1orf56" 0.714883 31
"CDC42SE1" 46.5571 2870
"MLLT11" 1.44242 67
"GABPB2" 1.77956 74
"SEMA6C" 1.86869 165
"TNFAIP8L2" 5.95162 138
"TNFAIP8L2-SCNM1" 0.776848 1
"SCNM1" 8.79606 33
"LYSMD1" 2.12021 101
"TMOD4" 0.0375867 1
"VPS72" 16.0478 507
"PIP5K1A" 12.0974 1022
"PSMD4" 68.3849 1834
"ZNF687" 6.0744 621
"PI4KB" 17.6465 1551
"RFX5" 8.34843 676
"SELENBP1" 10.0092 366
"PSMB4" 174.549 2999
"POGZ" 6.26118 893
"CGN" 6.53435 760
"TUFT1" 28.5463 1959
"MIR554" 0 0
"SNX27" 3.47606 568
"CELF3" 0.0163534 2
"RIIAD1" 0.165978 1
"MRPL9" 27.266 706
"OAZ3" 5.24319 17
"TDRKH" 1.75909 101
"LINGO4" 0.0175181 1
"RORC" 2.99712 203
"C2CD4D" 0.445851 16
"LOC100132111" 3.31113 32
"THEM5" 109.554 2454
"THEM4" 2.06832 244
"S100A10" 233.332 4729
"NBPF18P" 0.157425 3
"S100A11" 1051.44 9804
"TCHHL1" 0.136223 11
"TCHH" 3.52831 569
"RPTN" 5.37884 430
"HRNR" 4.92267 1102
"FLG" 203.16 60502
"FLG-AS1" 10.4705 48
"FLG2" 152.652 32324
"CRNN" 2.7071 110
"LCE5A" 35.3215 518
"CRCT1" 324.181 3800
"LCE3E" 443.065 3637
"LCE3D" 881.27 8551
"LCE3C" 63.9947 340
"LCE3B" 2.74718 6
"LCE3A" 336.961 615
"LCE2D" 204.41 1906
"LCE2C" 380.726 3541
"LCE2B" 447.475 4353
"LCE2A" 212.355 1970
"LCE4A" 4.9572 22
"C1orf68" 199.131 3341
"KPRP" 221.161 12188
"LCE1F" 294.182 2771
"LCE1E" 44.8931 1042
"LCE1D" 130.35 708
"LCE1C" 413.486 4574
"LCE1B" 141.322 3146
"LCE1A" 291.842 2936
"LCE6A" 166.288 1740
"SMCP" 0 0
"IVL" 129.009 5921
"SPRR4" 59.744 801
"SPRR1A" 849.796 8944
"SPRR3" 0.901687 15
"SPRR1B" 1840.83 18257
"SPRR2D" 1224.01 13970
"SPRR2A" 1538.88 17381
"SPRR2B" 861.492 9402
"SPRR2E" 2948.5 33580
"SPRR2F" 506.572 5469
"SPRR2C" 234.929 2659
"SPRR2G" 2105.57 22430
"LOC101928009" 0.0820877 4
"LELP1" 0 0
"PRR9" 9.18124 224
"LOR" 776.593 18947
"PGLYRP3" 43.9564 1013
"PGLYRP4" 14.8445 575
"S100A9" 16051.2 143189
"S100A12" 49.3159 310
"S100A8" 11425.8 87206
"S100A7A" 286.55 27737
"S100A7L2" 8.46136 56
"S100A7" 13822.6 78143
"S100A6" 537.291 6143
"S100A5" 0.248387 3
"S100A4" 423.759 3152
"S100A3" 7.76924 99
"S100A2" 534.615 9654
"S100A16" 501.898 10327
"S100A14" 686.06 13984
"S100A13" 49.4439 462
"S100A1" 4.9333 46
"CHTOP" 21.5125 998
"SNAPIN" 27.6037 555
"ILF2" 83.0402 3321
"NPR1" 2.15724 204
"MIR8083" 0 0
"INTS3" 7.66618 779
"SLC27A3" 8.36149 438
"GATAD2B" 5.14811 889
"DENND4B" 3.57795 466
"CRTC2" 9.98419 585
"SLC39A1" 36.7722 1719
"JTB" 52.8432 1713
"CREB3L4" 5.00278 176
"MIR6737" 0 0
"RAB13" 58.5185 1439
"RPS27" 5217.76 18644
"NUP210L" 0.0403142 5
"TPM3" 92.3148 6664
"MIR190B" 0 0
"C1orf189" 0.167235 2
"C1orf43" 87.0063 3343
"UBAP2L" 28.3212 2357
"HAX1" 45.2497 1017
"AQP10" 0.0264985 1
"ATP8B2" 4.33394 555
"IL6R" 9.29421 1070
"SHE" 1.54234 219
"TDRD10" 0.403997 21
"UBE2Q1" 18.0678 1296
"CHRNB2" 0.106907 14
"ADAR" 48.3893 7310
"KCNN3" 0.32863 100
"PMVK" 44.0152 1147
"PBXIP1" 23.0275 1637
"PYGO2" 13.2232 935
"SHC1" 31.794 2321
"CKS1B" 49.5181 728
"MIR4258" 0 0
"FLAD1" 12.5799 491
"LENEP" 0 0
"ZBTB7B" 54.5402 4555
"DCST2" 0.0949758 5
"DCST1" 0.0625407 3
"EFNA4" 13.9292 282
"LOC100505666" 2.46781 60
"ADAM15" 68.2365 4308
"EFNA3" 28.0884 1053
"EFNA1" 25.1457 813
"SLC50A1" 25.1366 658
"DPM3" 32.5202 144
"KRTCAP2" 78.9404 648
"TRIM46" 0.186051 9
"MUC1" 4.03007 154
"MIR92B" 0 0
"THBS3" 6.85856 465
"MTX1" 17.2958 593
"GBAP1" 21.1004 919
"GBA" 48.1459 2433
"FAM189B" 9.14589 619
"SCAMP3" 30.5581 978
"CLK2" 7.37741 338
"HCN3" 0.665892 46
"PKLR" 0.850344 40
"FDPS" 78.6253 2151
"RUSC1" 16.3615 829
"RUSC1-AS1" 6.82545 1
"ASH1L" 6.70531 1838
"MIR555" 3.98901e-05 0
"ASH1L-AS1" 0.95592 29
"POU5F1P4" 0.0477739 1
"MSTO1" 4.14168 53
"YY1AP1" 18.1817 1071
"DAP3" 37.5748 1644
"MSTO2P" 2.07545 99
"GON4L" 5.23878 775
"SYT11" 2.68751 324
"RIT1" 9.68048 742
"KIAA0907" 3.0861 201
"SNORA80E" 0 0
"SCARNA4" 0 0
"RXFP4" 0 0
"ARHGEF2" 6.58471 621
"MIR6738" 0 0
"SSR2" 127.595 2795
"MIR7851" 0 2
"UBQLN4" 14.311 1123
"LAMTOR2" 42.6607 477
"RAB25" 218.595 4586
"MEX3A" 0.192045 27
"LMNA" 248.883 14241
"SEMA4A" 24.4395 1756
"SLC25A44" 9.20728 722
"PMF1" 31.0943 306
"PMF1-BGLAP" 1.25834 3
"BGLAP" 0.272175 1
"PAQR6" 0.880165 33
"SMG5" 12.8359 1328
"TMEM79" 82.4774 3916
"C1orf85" 20.3404 638
"VHLL" 0.103659 2
"CCT3" 92.8171 4199
"TSACC" 0.230284 3
"RHBG" 1.7025 67
"C1orf61" 0 0
"MIR9-1" 0 0
"MEF2D" 7.63342 1009
"IQGAP3" 1.93689 269
"TTC24" 0.140129 6
"APOA1BP" 39.3882 860
"GPATCH4" 9.5735 443
"HAPLN2" 0 0
"BCAN" 3.23756 245
"NES" 5.63191 716
"CRABP2" 423.599 8570
"ISG20L2" 17.0805 750
"RRNAD1" 6.59821 278
"MRPL24" 30.3286 499
"HDGF" 129.048 6229
"PRCC" 25.9104 1183
"SH2D2A" 1.71574 55
"NTRK1" 0.0518604 3
"INSRR" 0 0
"PEAR1" 1.32755 147
"LRRC71" 0 0
"ARHGEF11" 4.78448 751
"MIR765" 0 0
"ETV3L" 0.616799 26
"ETV3" 12.8832 544
"CYCSP52" 0 0
"FCRL5" 0.113828 14
"FCRL4" 0 0
"FCRL3" 0.254158 17
"FCRL2" 0 0
"FCRL1" 0.0304159 2
"CD5L" 0 0
"KIRREL" 4.43273 788
"LOC646268" 0 0
"CD1D" 0.188185 16
"CD1A" 11.901 535
"CD1C" 9.44467 534
"CD1B" 6.84021 194
"CD1E" 8.77302 338
"OR10T2" 0 0
"OR10K2" 0 0
"OR10K1" 0 0
"OR10R2" 0 0
"OR6Y1" 0 0
"OR6P1" 0 0
"OR10X1" 0 0
"OR10Z1" 0 0
"SPTA1" 0.0107801 2
"OR6K2" 0 0
"OR6K3" 0 0
"OR6K6" 0 0
"OR6N1" 0 0
"OR6N2" 0 0
"MNDA" 10.6339 370
"PYHIN1" 1.15993 50
"IFI16" 94.4575 5679
"AIM2" 1.54348 47
"CADM3" 3.12399 246
"CADM3-AS1" 2.17939 12
"ACKR1" 39.7812 1072
"FCER1A" 62.417 1428
"OR10J3" 0 0
"OR10J1" 0 0
"OR10J5" 0 0
"APCS" 0 0
"CRP" 0 0
"DUSP23" 35.6133 409
"FCRL6" 0.140218 6
"SLAMF8" 4.29595 316
"C1orf204" 1.71461 11
"VSIG8" 3.50185 127
"CCDC19" 1.45376 55
"TAGLN2" 371.93 10709
"IGSF9" 3.54722 321
"SLAMF9" 0 0
"LINC01133" 3.86734 86
"PIGM" 2.82159 276
"KCNJ10" 0.0412627 5
"KCNJ9" 0 0
"IGSF8" 21.891 1054
"ATP1A2" 0.70536 88
"ATP1A4" 0.0615169 1
"CASQ1" 0.167857 7
"PEA15" 68.1381 3667
"DCAF8" 19.4994 1602
"PEX19" 16.8841 1384
"COPA" 32.091 4144
"NCSTN" 31.4519 2014
"SUMO1P3" 12.1166 289
"NHLH1" 0.0357346 2
"VANGL2" 12.8244 1568
"SLAMF6" 1.93034 113
"CD84" 1.997 371
"SLAMF1" 1.66362 83
"CD48" 22.1536 489
"SLAMF7" 8.94397 494
"LY9" 2.16901 96
"CD244" 0.932542 50
"ITLN1" 0 0
"LOC101928372" 2.76524 127
"ITLN2" 0.0888007 1
"F11R" 36.514 4012
"TSTD1" 42.9508 373
"USF1" 13.9636 527
"ARHGAP30" 8.87498 854
"PVRL4" 31.32 2450
"KLHDC9" 0.52236 13
"PFDN2" 37.8449 396
"DEDD" 17.9299 712
"NIT1" 9.90861 322
"UFC1" 93.2852 2037
"USP21" 7.94859 389
"PPOX" 3.52608 129
"B4GALT3" 10.5911 549
"ADAMTS4" 1.41758 139
"NDUFS2" 43.7681 1912
"FCER1G" 59.223 548
"APOA2" 0 0
"TOMM40L" 7.89056 503
"MIR5187" 0 0
"NR1I3" 2.89349 7
"PCP4L1" 25.7008 746
"MPZ" 3.91536 163
"SDHC" 37.3223 2345
"C1orf192" 1.955 26
"FCGR2A" 6.35382 336
"HSPA6" 2.62996 153
"FCGR3A" 6.29043 291
"FCGR2C" 3.40807 185
"HSPA7" 2.16906 118
"FCGR3B" 2.7193 128
"FCGR2B" 7.33626 334
"RPL31P11" 0.187677 6
"FCRLA" 1.92576 98
"FCRLB" 0.833712 28
"DUSP12" 10.0513 250
"ATF6" 10.1063 1761
"OLFML2B" 6.87698 483
"NOS1AP" 0.267773 27
"MIR4654" 0 0
"MIR556" 17.3964 1
"C1orf111" 0.0433495 1
"C1orf226" 1.49725 115
"SH2D1B" 0.0541531 3
"UHMK1" 10.3934 2023
"UAP1" 7.41164 374
"DDR2" 2.30345 162
"HSD17B7" 2.87711 89
"C1orf110" 0 0
"RGS4" 0.133426 10
"RGS5" 21.2115 2854
"LOC101928404" 0 0
"NUF2" 3.38702 132
"LOC100422212" 0 0
"PBX1" 8.38533 1258
"LOC100505795" 0 0
"LMX1A" 0.0400583 3
"RXRG" 0.921488 36
"LOC400794" 0.597628 22
"LRRC52" 0 0
"MGST3" 24.282 759
"ALDH9A1" 61.9597 3381
"LOC440700" 0.0835193 2
"TMCO1" 16.274 1648
"UCK2" 10.6239 1184
"MIR3658" 0.00443654 0
"FAM78B" 0.460839 14
"MIR921" 0 0
"FMO9P" 0 0
"POGK" 11.2623 976
"TADA1" 5.66284 275
"ILDR2" 0.0106305 2
"MAEL" 0.0562493 2
"GPA33" 0.0487624 3
"DUSP27" 0.0219827 2
"LINC01363" 0 0
"POU2F1" 1.99308 646
"CD247" 6.4722 227
"CREG1" 162.084 7017
"RCSD1" 5.91942 392
"MPZL1" 28.9154 3289
"ADCY10" 0 0
"MPC2" 19.4711 979
"DCAF6" 19.9018 1506
"GPR161" 1.07456 195
"TIPRL" 19.7424 1099
"SFT2D2" 17.6922 274
"ANKRD36BP1" 8.25275 323
"TBX19" 0.851937 53
"MIR557" 0 0
"LOC100505918" 0.0376172 2
"XCL2" 1.04215 9
"XCL1" 0.686581 19
"DPT" 27.1504 984
"LINC00626" 0 0
"LINC00970" 1.81621 40
"ATP1B1" 53.9555 2560
"BLZF1" 9.99999 500
"NME7" 8.08385 117
"CCDC181" 0.0506095 2
"SLC19A2" 6.80703 555
"F5" 0.459858 98
"SELP" 4.59604 324
"SELL" 6.84837 346
"SELE" 8.348 728
"METTL18" 4.16708 126
"C1orf112" 1.46563 109
"SCYL3" 5.22523 343
"KIFAP3" 10.5654 687
"METTL11B" 0 0
"MIR3119-2" 0 0
"LINC01142" 0.0552925 2
"GORAB" 2.81113 159
"PRRX1" 15.4881 1414
"MROH9" 0 0
"FMO3" 3.06054 137
"MIR1295A" 0 0
"MIR1295B" 0 0
"FMO6P" 0 0
"FMO2" 12.8252 1540
"FMO1" 8.69367 411
"FMO4" 1.43483 66
"TOP1P1" 3.02558 160
"PRRC2C" 16.139 3896
"MYOC" 0.479811 21
"VAMP4" 4.70353 433
"METTL13" 9.23376 680
"DNM3" 0.698954 83
"DNM3OS" 0.82342 103
"MIR214" 8.08339 0
"MIR199A2" 0 0
"MIR3120" 0 0
"C1orf105" 0.053747 1
"PIGC" 25.2605 765
"SUCO" 11.5995 1468
"FASLG" 0.686113 27
"TNFSF18" 0.308168 4
"TNFSF4" 0.204764 16
"LOC100506023" 0.155516 19
"PRDX6" 107.498 3748
"SLC9C2" 0.00996914 1
"ANKRD45" 0.119399 7
"LOC730159" 0 0
"KLHL20" 5.46155 423
